BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
NZ_LGUX01000001.region002	NZ_LGUX01000001	Streptomyces antibioticus strain NRRL B-2032 P097contig1.1, whole genome shotgun sequence	T3PKS.terpene	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000014.region001	NZ_LGUX01000014	Streptomyces antibioticus strain NRRL B-2032 P097contig11.1, whole genome shotgun sequence	NRPS.NRPS-like	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000015.region001	NZ_LGUX01000015	Streptomyces antibioticus strain NRRL B-2032 P097contig110.1, whole genome shotgun sequence	melanin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000021.region001	NZ_LGUX01000021	Streptomyces antibioticus strain NRRL B-2032 P097contig116.1, whole genome shotgun sequence	redox-cofactor.NRPS	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000036.region001	NZ_LGUX01000036	Streptomyces antibioticus strain NRRL B-2032 P097contig13.1, whole genome shotgun sequence	RiPP-like.NRPS	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000037.region001	NZ_LGUX01000037	Streptomyces antibioticus strain NRRL B-2032 P097contig130.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000048.region001	NZ_LGUX01000048	Streptomyces antibioticus strain NRRL B-2032 P097contig14.1, whole genome shotgun sequence	butyrolactone.furan	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000056.region001	NZ_LGUX01000056	Streptomyces antibioticus strain NRRL B-2032 P097contig147.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000076.region001	NZ_LGUX01000076	Streptomyces antibioticus strain NRRL B-2032 P097contig165.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000093.region001	NZ_LGUX01000093	Streptomyces antibioticus strain NRRL B-2032 P097contig18.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000093.region002	NZ_LGUX01000093	Streptomyces antibioticus strain NRRL B-2032 P097contig18.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000103.region001	NZ_LGUX01000103	Streptomyces antibioticus strain NRRL B-2032 P097contig188.1, whole genome shotgun sequence	NRPS-like	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000117.region001	NZ_LGUX01000117	Streptomyces antibioticus strain NRRL B-2032 P097contig2.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000117.region002	NZ_LGUX01000117	Streptomyces antibioticus strain NRRL B-2032 P097contig2.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000117.region003	NZ_LGUX01000117	Streptomyces antibioticus strain NRRL B-2032 P097contig2.1, whole genome shotgun sequence	siderophore	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000140.region001	NZ_LGUX01000140	Streptomyces antibioticus strain NRRL B-2032 P097contig22.1, whole genome shotgun sequence	butyrolactone.T2PKS	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000162.region001	NZ_LGUX01000162	Streptomyces antibioticus strain NRRL B-2032 P097contig24.1, whole genome shotgun sequence	siderophore	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000229.region001	NZ_LGUX01000229	Streptomyces antibioticus strain NRRL B-2032 P097contig3.1, whole genome shotgun sequence	T1PKS.NRPS.NRPS-like	PKS-NRP_Hybrids	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000241.region001	NZ_LGUX01000241	Streptomyces antibioticus strain NRRL B-2032 P097contig31.1, whole genome shotgun sequence	redox-cofactor	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000270.region001	NZ_LGUX01000270	Streptomyces antibioticus strain NRRL B-2032 P097contig38.1a, whole genome shotgun sequence	terpene	Terpene	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000272.region001	NZ_LGUX01000272	Streptomyces antibioticus strain NRRL B-2032 P097contig4.1, whole genome shotgun sequence	T3PKS	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000274.region001	NZ_LGUX01000274	Streptomyces antibioticus strain NRRL B-2032 P097contig41.1, whole genome shotgun sequence	NAPAA.NRPS	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000274.region002	NZ_LGUX01000274	Streptomyces antibioticus strain NRRL B-2032 P097contig41.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000277.region001	NZ_LGUX01000277	Streptomyces antibioticus strain NRRL B-2032 P097contig43.1, whole genome shotgun sequence	T1PKS.phosphonate.NRPS	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000279.region001	NZ_LGUX01000279	Streptomyces antibioticus strain NRRL B-2032 P097contig45.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000284.region001	NZ_LGUX01000284	Streptomyces antibioticus strain NRRL B-2032 P097contig5.1, whole genome shotgun sequence	ectoine	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000285.region001	NZ_LGUX01000285	Streptomyces antibioticus strain NRRL B-2032 P097contig50.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000287.region001	NZ_LGUX01000287	Streptomyces antibioticus strain NRRL B-2032 P097contig52.1, whole genome shotgun sequence	melanin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000295.region001	NZ_LGUX01000295	Streptomyces antibioticus strain NRRL B-2032 P097contig59.2, whole genome shotgun sequence	siderophore	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000297.region001	NZ_LGUX01000297	Streptomyces antibioticus strain NRRL B-2032 P097contig60.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000301.region001	NZ_LGUX01000301	Streptomyces antibioticus strain NRRL B-2032 P097contig64.1, whole genome shotgun sequence	lanthipeptide-class-i	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000304.region001	NZ_LGUX01000304	Streptomyces antibioticus strain NRRL B-2032 P097contig67.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000317.region001	NZ_LGUX01000317	Streptomyces antibioticus strain NRRL B-2032 P097contig77.1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000319.region001	NZ_LGUX01000319	Streptomyces antibioticus strain NRRL B-2032 P097contig78.2, whole genome shotgun sequence	NRPS.NRPS-like	NRPS	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000326.region001	NZ_LGUX01000326	Streptomyces antibioticus strain NRRL B-2032 P097contig84.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000329.region001	NZ_LGUX01000329	Streptomyces antibioticus strain NRRL B-2032 P097contig86.2, whole genome shotgun sequence	T3PKS	PKSother	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000338.region001	NZ_LGUX01000338	Streptomyces antibioticus strain NRRL B-2032 P097contig94.1, whole genome shotgun sequence	lanthipeptide-class-i	RiPPs	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LGUX01000341.region001	NZ_LGUX01000341	Streptomyces antibioticus strain NRRL B-2032 P097contig97.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces antibioticus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LJBJ02000002.region001	NZ_LJBJ02000002	Rothia kristinae strain RUTW2-3 contig00002, whole genome shotgun sequence	NRPS	NRPS	Rothia kristinae	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
NZ_LJBJ02000002.region002	NZ_LJBJ02000002	Rothia kristinae strain RUTW2-3 contig00002, whole genome shotgun sequence	T3PKS	PKSother	Rothia kristinae	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
NZ_LJBJ02000013.region001	NZ_LJBJ02000013	Rothia kristinae strain RUTW2-3 contig00013, whole genome shotgun sequence	betalactone	Others	Rothia kristinae	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
NZ_LJBJ02000013.region002	NZ_LJBJ02000013	Rothia kristinae strain RUTW2-3 contig00013, whole genome shotgun sequence	terpene	Terpene	Rothia kristinae	Bacteria,Actinobacteria,Micrococcales,Micrococcaceae,Rothia
NZ_LLZG01000001.region001	NZ_LLZG01000001	Streptomyces regalis strain NRRL 3151 P010contig1.1, whole genome shotgun sequence	terpene.melanin	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000002.region001	NZ_LLZG01000002	Streptomyces regalis strain NRRL 3151 P010contig10.1, whole genome shotgun sequence	CDPS	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000006.region001	NZ_LLZG01000006	Streptomyces regalis strain NRRL 3151 P010contig103.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000008.region001	NZ_LLZG01000008	Streptomyces regalis strain NRRL 3151 P010contig105.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000012.region001	NZ_LLZG01000012	Streptomyces regalis strain NRRL 3151 P010contig109.1, whole genome shotgun sequence	siderophore	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000022.region001	NZ_LLZG01000022	Streptomyces regalis strain NRRL 3151 P010contig118.1, whole genome shotgun sequence	T1PKS.betalactone	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000025.region001	NZ_LLZG01000025	Streptomyces regalis strain NRRL 3151 P010contig12.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000025.region002	NZ_LLZG01000025	Streptomyces regalis strain NRRL 3151 P010contig12.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000034.region001	NZ_LLZG01000034	Streptomyces regalis strain NRRL 3151 P010contig128.1, whole genome shotgun sequence	butyrolactone	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000036.region001	NZ_LLZG01000036	Streptomyces regalis strain NRRL 3151 P010contig13.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000036.region002	NZ_LLZG01000036	Streptomyces regalis strain NRRL 3151 P010contig13.1, whole genome shotgun sequence	siderophore	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000047.region001	NZ_LLZG01000047	Streptomyces regalis strain NRRL 3151 P010contig14.1, whole genome shotgun sequence	NRPS	NRPS	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000069.region001	NZ_LLZG01000069	Streptomyces regalis strain NRRL 3151 P010contig16.1, whole genome shotgun sequence	NAPAA	NRPS	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000076.region001	NZ_LLZG01000076	Streptomyces regalis strain NRRL 3151 P010contig166.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000092.region001	NZ_LLZG01000092	Streptomyces regalis strain NRRL 3151 P010contig18.1, whole genome shotgun sequence	RRE-containing	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000115.region001	NZ_LLZG01000115	Streptomyces regalis strain NRRL 3151 P010contig2.1, whole genome shotgun sequence	siderophore	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000141.region001	NZ_LLZG01000141	Streptomyces regalis strain NRRL 3151 P010contig219.1, whole genome shotgun sequence	lassopeptide	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000231.region001	NZ_LLZG01000231	Streptomyces regalis strain NRRL 3151 P010contig3.1, whole genome shotgun sequence	T1PKS.furan	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000276.region001	NZ_LLZG01000276	Streptomyces regalis strain NRRL 3151 P010contig34.1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000277.region001	NZ_LLZG01000277	Streptomyces regalis strain NRRL 3151 P010contig34.2, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000277.region002	NZ_LLZG01000277	Streptomyces regalis strain NRRL 3151 P010contig34.2, whole genome shotgun sequence	butyrolactone	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000288.region001	NZ_LLZG01000288	Streptomyces regalis strain NRRL 3151 P010contig35.1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000299.region001	NZ_LLZG01000299	Streptomyces regalis strain NRRL 3151 P010contig36.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000301.region001	NZ_LLZG01000301	Streptomyces regalis strain NRRL 3151 P010contig36.3, whole genome shotgun sequence	nucleoside.NRPS	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000345.region001	NZ_LLZG01000345	Streptomyces regalis strain NRRL 3151 P010contig4.1, whole genome shotgun sequence	redox-cofactor	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000360.region001	NZ_LLZG01000360	Streptomyces regalis strain NRRL 3151 P010contig46.1, whole genome shotgun sequence	ectoine	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000361.region001	NZ_LLZG01000361	Streptomyces regalis strain NRRL 3151 P010contig47.1, whole genome shotgun sequence	lanthipeptide-class-ii	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000366.region001	NZ_LLZG01000366	Streptomyces regalis strain NRRL 3151 P010contig51.1, whole genome shotgun sequence	other	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000370.region001	NZ_LLZG01000370	Streptomyces regalis strain NRRL 3151 P010contig55.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000374.region001	NZ_LLZG01000374	Streptomyces regalis strain NRRL 3151 P010contig59.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000375.region001	NZ_LLZG01000375	Streptomyces regalis strain NRRL 3151 P010contig6.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000377.region001	NZ_LLZG01000377	Streptomyces regalis strain NRRL 3151 P010contig61.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000381.region001	NZ_LLZG01000381	Streptomyces regalis strain NRRL 3151 P010contig64.1, whole genome shotgun sequence	terpene	Terpene	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000384.region001	NZ_LLZG01000384	Streptomyces regalis strain NRRL 3151 P010contig67.1, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000385.region001	NZ_LLZG01000385	Streptomyces regalis strain NRRL 3151 P010contig68.1, whole genome shotgun sequence	T1PKS	PKSI	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000388.region001	NZ_LLZG01000388	Streptomyces regalis strain NRRL 3151 P010contig7.1, whole genome shotgun sequence	T1PKS.terpene	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000396.region001	NZ_LLZG01000396	Streptomyces regalis strain NRRL 3151 P010contig77.1, whole genome shotgun sequence	lanthipeptide-class-iii	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000408.region001	NZ_LLZG01000408	Streptomyces regalis strain NRRL 3151 P010contig87.1, whole genome shotgun sequence	melanin	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000410.region001	NZ_LLZG01000410	Streptomyces regalis strain NRRL 3151 P010contig89.1, whole genome shotgun sequence	PKS-like.RRE-containing	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000411.region001	NZ_LLZG01000411	Streptomyces regalis strain NRRL 3151 P010contig9.1, whole genome shotgun sequence	RiPP-like	RiPPs	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000411.region002	NZ_LLZG01000411	Streptomyces regalis strain NRRL 3151 P010contig9.1, whole genome shotgun sequence	siderophore	Others	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000411.region003	NZ_LLZG01000411	Streptomyces regalis strain NRRL 3151 P010contig9.1, whole genome shotgun sequence	T1PKS.NRPS	PKS-NRP_Hybrids	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZG01000415.region001	NZ_LLZG01000415	Streptomyces regalis strain NRRL 3151 P010contig92.1, whole genome shotgun sequence	T2PKS	PKSother	Streptomyces regalis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
NZ_LLZH01000006.region001	NZ_LLZH01000006	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig103.1, whole genome shotgun sequence	terpene	Terpene	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000013.region001	NZ_LLZH01000013	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig11.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000022.region001	NZ_LLZH01000022	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig117.2, whole genome shotgun sequence	siderophore	Others	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000023.region001	NZ_LLZH01000023	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig118.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000032.region001	NZ_LLZH01000032	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig126.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000034.region001	NZ_LLZH01000034	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig128.1, whole genome shotgun sequence	NRPS.betalactone	Others	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000044.region001	NZ_LLZH01000044	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig136.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000048.region001	NZ_LLZH01000048	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig14.1, whole genome shotgun sequence	T2PKS	PKSother	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000049.region001	NZ_LLZH01000049	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig140.1, whole genome shotgun sequence	NRPS	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000051.region001	NZ_LLZH01000051	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig142.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000052.region001	NZ_LLZH01000052	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig143.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000053.region001	NZ_LLZH01000053	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig144.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000074.region001	NZ_LLZH01000074	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig162.1, whole genome shotgun sequence	NRPS	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000080.region001	NZ_LLZH01000080	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig166.2, whole genome shotgun sequence	NRPS	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000097.region001	NZ_LLZH01000097	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig18.1, whole genome shotgun sequence	T1PKS	PKSI	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000134.region001	NZ_LLZH01000134	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig21.2, whole genome shotgun sequence	thioamide-NRP	NRPS	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000200.region001	NZ_LLZH01000200	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig27.1, whole genome shotgun sequence	T1PKS.NRPS-like	PKS-NRP_Hybrids	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
NZ_LLZH01000234.region001	NZ_LLZH01000234	Actinoplanes awajinensis subsp. mycoplanecinus strain NRRL B-16712 P067contig3.1, whole genome shotgun sequence	siderophore	Others	Actinoplanes awajinensis subsp. mycoplanecinus	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Actinoplanes
